archive_id,message_id,thread_root_id,date,year,month,archive_url,normalized_author,clean_subject,primary_topic,list_function,renou_states,renou_registers,renou_match_count,renou_confidence,renou_evidence,renou_source_url
001059,<161227016868.23782.785234293894559359.generated@prod2.harmonylists.io>,001059,1994-06-03 05:52:32+00:00,1994,6,https://list.indology.info/pipermail/indology/1994-June/001059.html,Jonathan.Silk at um.cc.umich.edu,Dhammapada Chinese and Pali,Buddhism and Jainism,general discussion,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001063,<161227016875.23782.11856132250606886475.generated@prod2.harmonylists.io>,001063,1994-06-06 14:26:18+00:00,1994,6,https://list.indology.info/pipermail/indology/1994-June/001063.html,madhav.deshpande at um.cc.umich.edu,Vineet Jain's programs to analyse Sanskrit texts.,Buddhism and Jainism,general discussion,V,jaina,2,subject_pattern,state:V=Jain; register:jaina=Jain,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001064,<161227016881.23782.424810696828218932.generated@prod2.harmonylists.io>,001063,1994-06-06 15:05:29+00:00,1994,6,https://list.indology.info/pipermail/indology/1994-June/001064.html,vineet at gator.bocaraton.ibm.com,Vineet Jain's programs to analyse Sanskrit texts.,Buddhism and Jainism,general discussion,V,jaina,2,subject_pattern,state:V=Jain; register:jaina=Jain,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001067,<161227016892.23782.13240730980397637609.generated@prod2.harmonylists.io>,001063,1994-06-07 15:07:10+00:00,1994,6,https://list.indology.info/pipermail/indology/1994-June/001067.html,madhav.deshpande at um.cc.umich.edu,Vineet Jain's programs to analyse Sanskrit texts.,Buddhism and Jainism,general discussion,V,jaina,2,subject_pattern,state:V=Jain; register:jaina=Jain,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001163,<161227017072.23782.8347594876166318235.generated@prod2.harmonylists.io>,001163,1994-08-15 12:12:53+00:00,1994,8,https://list.indology.info/pipermail/indology/1994-August/001163.html,sisira.jayasinghe at sdrc.com,Buddhist and Pali Studies scholar Available,Buddhism and Jainism,general discussion,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001435,<161227017551.23782.4113173288876383671.generated@prod2.harmonylists.io>,001435,1994-10-11 15:17:45+00:00,1994,10,https://list.indology.info/pipermail/indology/1994-October/001435.html,hsa01dk at goldsmiths.ac.uk,PALI JATAKAS PLEASE,Buddhism and Jainism,general discussion,V,,1,subject_pattern,state:V=PALI,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001454,<161227017592.23782.6974188912874687349.generated@prod2.harmonylists.io>,001451,1994-10-16 08:20:31+00:00,1994,10,https://list.indology.info/pipermail/indology/1994-October/001454.html,nas_ng at lms420.jsc.nasa.gov,Bodhisattva Questions (fwd),Buddhism and Jainism,general discussion,V,bauddha,2,subject_pattern,state:V=Bodhisattva; register:bauddha=Bodhisattva,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001458,<161227017597.23782.16656092651698497881.generated@prod2.harmonylists.io>,001455,1994-10-18 17:39:00+00:00,1994,10,https://list.indology.info/pipermail/indology/1994-October/001458.html,R.Mayer at ukc.ac.uk,Bodhisattva Questions (fwd),Buddhism and Jainism,general discussion,V,bauddha,2,subject_pattern,state:V=Bodhisattva; register:bauddha=Bodhisattva,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001976,<161227018568.23782.16523709542475142705.generated@prod2.harmonylists.io>,001976,1995-02-16 02:51:56+00:00,1995,2,https://list.indology.info/pipermail/indology/1995-February/001976.html,S Jain,Abhishekam in ancient Jaina literature,Buddhism and Jainism,general discussion,V,jaina,2,subject_pattern,state:V=Jaina; register:jaina=Jaina,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
002184,<161227018911.23782.2922485191728925490.generated@prod2.harmonylists.io>,002184,1995-03-19 15:28:32+00:00,1995,3,https://list.indology.info/pipermail/indology/1995-March/002184.html,Sid Harth,Pali CD,Buddhism and Jainism,general discussion,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
002211,<161227018964.23782.15658339556972072503.generated@prod2.harmonylists.io>,002211,1995-03-24 01:37:07+00:00,1995,3,https://list.indology.info/pipermail/indology/1995-March/002211.html,Yasuhiro Okazaki,Pali CD distributor,Buddhism and Jainism,general discussion,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
002296,<161227019122.23782.513806865411818892.generated@prod2.harmonylists.io>,002294,1995-04-16 04:50:29+00:00,1995,4,https://list.indology.info/pipermail/indology/1995-April/002296.html,"Aditya, the Hindu Skeptic",Sanskrit/Pali translations,Buddhism and Jainism,general discussion,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
002924,<161227020312.23782.12638349518400983970.generated@prod2.harmonylists.io>,002910,1995-08-14 13:25:14+00:00,1995,8,https://list.indology.info/pipermail/indology/1995-August/002924.html,Dominik Wujastyk,Jainism/Buddhism in Tamilnadu,General scholarly discussion,general discussion,V,jaina,2,subject_pattern,state:V=Jainism; register:jaina=Jainism,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
002919,<161227020326.23782.4392893803287801565.generated@prod2.harmonylists.io>,002919,1995-08-14 17:34:22+00:00,1995,8,https://list.indology.info/pipermail/indology/1995-August/002919.html,nas_ng at lms420.jsc.nasa.gov,Jainism/Buddhism in Tamilnadu,General scholarly discussion,general discussion,V,jaina,2,subject_pattern,state:V=Jainism; register:jaina=Jainism,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
002960,<161227020416.23782.12589366948168377207.generated@prod2.harmonylists.io>,002960,1995-08-17 00:43:32+00:00,1995,8,https://list.indology.info/pipermail/indology/1995-August/002960.html,Lance Nelson,Jainism/Buddhism in Tamilnadu,General scholarly discussion,general discussion,V,jaina,2,subject_pattern,state:V=Jainism; register:jaina=Jainism,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
002986,<161227020475.23782.6943139542376977806.generated@prod2.harmonylists.io>,002936,1995-08-17 22:42:11+00:00,1995,8,https://list.indology.info/pipermail/indology/1995-August/002986.html,J.B. Sharma,Jainism/Buddhism in Tamilnadu,General scholarly discussion,general discussion,V,jaina,2,subject_pattern,state:V=Jainism; register:jaina=Jainism,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003198,<161227020909.23782.11144342308548898541.generated@prod2.harmonylists.io>,003160,1995-09-20 09:18:59+00:00,1995,9,https://list.indology.info/pipermail/indology/1995-September/003198.html,n.rao at rz.uni-sb.de,Subscription to Email Bulletins on Jainism,List administration,list administration,V,jaina,2,subject_pattern,state:V=Jainism; register:jaina=Jainism,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003271,<161227021063.23782.1399771157744235646.generated@prod2.harmonylists.io>,003271,1995-10-06 07:25:38+00:00,1995,10,https://list.indology.info/pipermail/indology/1995-October/003271.html,pslvax!sadhu at UCSD.EDU,Hinduism and Buddhism/Jainism,General scholarly discussion,general discussion,V,jaina,2,subject_pattern,state:V=Jainism; register:jaina=Jainism,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003274,<161227021087.23782.8219893048116567616.generated@prod2.harmonylists.io>,003274,1995-10-06 16:55:34+00:00,1995,10,https://list.indology.info/pipermail/indology/1995-October/003274.html,Kamal Adhikary,Hinduism and Buddhism/Jainism,General scholarly discussion,general discussion,V,jaina,2,subject_pattern,state:V=Jainism; register:jaina=Jainism,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003273,<161227021104.23782.10249366568655135214.generated@prod2.harmonylists.io>,003273,1995-10-06 18:08:52+00:00,1995,10,https://list.indology.info/pipermail/indology/1995-October/003273.html,Lance Nelson,Hinduism and Buddhism/Jainism,General scholarly discussion,general discussion,V,jaina,2,subject_pattern,state:V=Jainism; register:jaina=Jainism,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003277,<161227021095.23782.1034665069585747818.generated@prod2.harmonylists.io>,003276,1995-10-06 18:37:05+00:00,1995,10,https://list.indology.info/pipermail/indology/1995-October/003277.html,pslvax!sadhu at UCSD.EDU,Hinduism and Buddhism/Jainism,General scholarly discussion,general discussion,V,jaina,2,subject_pattern,state:V=Jainism; register:jaina=Jainism,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003279,<161227021100.23782.18109103908373801245.generated@prod2.harmonylists.io>,003276,1995-10-06 20:15:41+00:00,1995,10,https://list.indology.info/pipermail/indology/1995-October/003279.html,vidya at cco.caltech.edu,Hinduism and Buddhism/Jainism,General scholarly discussion,general discussion,V,jaina,2,subject_pattern,state:V=Jainism; register:jaina=Jainism,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003284,<161227021102.23782.1170808988966403118.generated@prod2.harmonylists.io>,003284,1995-10-06 21:37:29+00:00,1995,10,https://list.indology.info/pipermail/indology/1995-October/003284.html,Irene Joshi,Hinduism and Buddhism/Jainism,General scholarly discussion,general discussion,V,jaina,2,subject_pattern,state:V=Jainism; register:jaina=Jainism,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003288,<161227021080.23782.14833852122188209310.generated@prod2.harmonylists.io>,003276,1995-10-06 17:02:31+00:00,1995,10,https://list.indology.info/pipermail/indology/1995-October/003288.html,vmurthy at informix.com,Hinduism and Buddhism/Jainism,General scholarly discussion,general discussion,V,jaina,2,subject_pattern,state:V=Jainism; register:jaina=Jainism,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003303,<161227021125.23782.15206205613780399539.generated@prod2.harmonylists.io>,003276,1995-10-08 08:17:03+00:00,1995,10,https://list.indology.info/pipermail/indology/1995-October/003303.html,mhcrxlc at dir.manchester-computing-centre.ac.uk,Hinduism and Buddhism/Jainism,General scholarly discussion,general discussion,V,jaina,2,subject_pattern,state:V=Jainism; register:jaina=Jainism,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003304,<161227021127.23782.1330630748660287227.generated@prod2.harmonylists.io>,003276,1995-10-08 08:17:07+00:00,1995,10,https://list.indology.info/pipermail/indology/1995-October/003304.html,mhcrxlc at dir.manchester-computing-centre.ac.uk,Hinduism and Buddhism/Jainism,General scholarly discussion,general discussion,V,jaina,2,subject_pattern,state:V=Jainism; register:jaina=Jainism,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003458,<161227021458.23782.7472296741855756625.generated@prod2.harmonylists.io>,003458,1995-10-26 23:01:18+00:00,1995,10,https://list.indology.info/pipermail/indology/1995-October/003458.html,zskiljan at public.srce.hr,Sanskrit & Pali dictionaries and texts ?,Buddhism and Jainism,general discussion,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003516,<161227021576.23782.6103856473518650087.generated@prod2.harmonylists.io>,003516,1995-11-10 01:18:29+00:00,1995,11,https://list.indology.info/pipermail/indology/1995-November/003516.html,S Jain,Annual Jain Lectures,Buddhism and Jainism,general discussion,V,jaina,2,subject_pattern,state:V=Jain; register:jaina=Jain,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003827,<161227022099.23782.16270496495067087706.generated@prod2.harmonylists.io>,003777,1995-12-13 03:05:00+00:00,1995,12,https://list.indology.info/pipermail/indology/1995-December/003827.html,Anand Venkt Raman,Jain religion in a scientific perspective,Buddhism and Jainism,general discussion,V,jaina,2,subject_pattern,state:V=Jain; register:jaina=Jain,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003820,<161227022111.23782.6834273119278093607.generated@prod2.harmonylists.io>,003777,1995-12-13 04:22:46+00:00,1995,12,https://list.indology.info/pipermail/indology/1995-December/003820.html,soumitra at ix.netcom.com,Jain religion in a scientific perspective,Buddhism and Jainism,general discussion,V,jaina,2,subject_pattern,state:V=Jain; register:jaina=Jain,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003843,<161227022158.23782.12841693668559152075.generated@prod2.harmonylists.io>,003843,1995-12-15 15:16:48+00:00,1995,12,https://list.indology.info/pipermail/indology/1995-December/003843.html,Allen Thrasher,home for pd Pali Canon?,Buddhism and Jainism,general discussion,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003844,<161227022154.23782.2209522866220284062.generated@prod2.harmonylists.io>,003844,1995-12-15 10:59:54+00:00,1995,12,https://list.indology.info/pipermail/indology/1995-December/003844.html,Allen Thrasher,home for pd Pali Canon?,Buddhism and Jainism,general discussion,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003851,<161227022165.23782.8557702628973582018.generated@prod2.harmonylists.io>,003851,1995-12-15 19:36:10+00:00,1995,12,https://list.indology.info/pipermail/indology/1995-December/003851.html,HP at soas.ac.uk,home for pd Pali Canon?,Buddhism and Jainism,general discussion,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003853,<161227022173.23782.770518569286088516.generated@prod2.harmonylists.io>,003844,1995-12-17 00:41:53+00:00,1995,12,https://list.indology.info/pipermail/indology/1995-December/003853.html,d.wujastyk at ucl.ac.uk,home for pd Pali Canon?,Buddhism and Jainism,general discussion,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003855,<161227022178.23782.4236419885876616659.generated@prod2.harmonylists.io>,003844,1995-12-17 10:46:38+00:00,1995,12,https://list.indology.info/pipermail/indology/1995-December/003855.html,mhcrxlc at dir.mcc.ac.uk,home for pd Pali Canon?,Buddhism and Jainism,general discussion,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003925,<161227022326.23782.5015805113409178475.generated@prod2.harmonylists.io>,003925,1996-01-15 20:27:18+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003925.html,Amardeep Salgia,Jain religion in a scientific perspective (fwd),Buddhism and Jainism,general discussion,V,jaina,2,subject_pattern,state:V=Jain; register:jaina=Jain,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003934,<161227022343.23782.3660370809156018356.generated@prod2.harmonylists.io>,003934,1996-01-19 20:44:57+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003934.html,mail07464 at pop.net,Update on home for the Pali Canon,Buddhism and Jainism,general discussion,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004004,<161227022493.23782.17200447540208451586.generated@prod2.harmonylists.io>,004003,1996-01-31 16:45:03+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/004004.html,F. Smith,19th century Pali scholar,Buddhism and Jainism,general discussion,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004018,<161227022510.23782.10598670001182059990.generated@prod2.harmonylists.io>,004018,1996-02-01 22:53:00+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004018.html,ibric at sri.lanka.net,19th century Pali scholar,Buddhism and Jainism,general discussion,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004070,<161227022634.23782.3458374920914348783.generated@prod2.harmonylists.io>,004070,1996-02-07 19:18:58+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004070.html,Amardeep Salgia,Misconceptions of Jainism; the Jains of North America (fwd),General scholarly discussion,general discussion,V,jaina,2,subject_pattern,state:V=Jainism; register:jaina=Jainism,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004463,<161227023369.23782.8741101321623621728.generated@prod2.harmonylists.io>,004360,1996-03-14 21:44:32+00:00,1996,3,https://list.indology.info/pipermail/indology/1996-March/004463.html,David Magier,Jaina concordance,Buddhism and Jainism,general discussion,V,jaina,2,subject_pattern,state:V=Jaina; register:jaina=Jaina,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004472,<161227023351.23782.3262362277194604600.generated@prod2.harmonylists.io>,004459,1996-03-14 15:14:59+00:00,1996,3,https://list.indology.info/pipermail/indology/1996-March/004472.html,aditya at icanect.net,Jaina concordance,Buddhism and Jainism,general discussion,V,jaina,2,subject_pattern,state:V=Jaina; register:jaina=Jaina,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004552,<161227023520.23782.4846724695579482628.generated@prod2.harmonylists.io>,004551,1996-03-22 11:52:40+00:00,1996,3,https://list.indology.info/pipermail/indology/1996-March/004552.html,mhcrxlc at dir.mcc.ac.uk,Pali Canon Online,Digital resources and tools,digital resource/tool,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004551,<161227023519.23782.7145520615197508444.generated@prod2.harmonylists.io>,004551,1996-03-22 09:53:06+00:00,1996,3,https://list.indology.info/pipermail/indology/1996-March/004551.html,David Magier,Pali Canon Online,Digital resources and tools,digital resource/tool,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004554,<161227023525.23782.9091750534406485409.generated@prod2.harmonylists.io>,004551,1996-03-23 15:30:26+00:00,1996,3,https://list.indology.info/pipermail/indology/1996-March/004554.html,mhcrxlc at dir.mcc.ac.uk,Pali Canon Online,Digital resources and tools,digital resource/tool,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004555,<161227023527.23782.4271128622714147365.generated@prod2.harmonylists.io>,004551,1996-03-23 15:54:27+00:00,1996,3,https://list.indology.info/pipermail/indology/1996-March/004555.html,l.m.fosse at easteur-orient.uio.no,Pali Canon Online,Digital resources and tools,digital resource/tool,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004556,<161227023529.23782.18051298542505395552.generated@prod2.harmonylists.io>,004551,1996-03-25 12:26:27+00:00,1996,3,https://list.indology.info/pipermail/indology/1996-March/004556.html,David Magier,Pali Canon Online,Digital resources and tools,digital resource/tool,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004557,<161227023531.23782.17660224363582952556.generated@prod2.harmonylists.io>,004551,1996-03-25 13:49:59+00:00,1996,3,https://list.indology.info/pipermail/indology/1996-March/004557.html,mhcrxlc at dir.mcc.ac.uk,Pali Canon Online,Digital resources and tools,digital resource/tool,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004558,<161227023533.23782.14069404885499451745.generated@prod2.harmonylists.io>,004551,1996-03-26 13:31:00+00:00,1996,3,https://list.indology.info/pipermail/indology/1996-March/004558.html,Madhav Deshpande,Pali Canon Online,Digital resources and tools,digital resource/tool,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004562,<161227023541.23782.9334063466939538203.generated@prod2.harmonylists.io>,004562,1996-03-27 15:06:41+00:00,1996,3,https://list.indology.info/pipermail/indology/1996-March/004562.html,Srinivasan Pichumani,Pali Canon Online,Digital resources and tools,digital resource/tool,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004625,<161227023659.23782.4380572889135266557.generated@prod2.harmonylists.io>,004607,1996-04-03 13:13:37+00:00,1996,4,https://list.indology.info/pipermail/indology/1996-April/004625.html,Dominik Wujastyk,DOS Pali Canon files available,Buddhism and Jainism,general discussion,V,,1,subject_pattern,state:V=Pali,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
005005,<161227024462.23782.14981003861826391931.generated@prod2.harmonylists.io>,005005,1996-05-11 19:26:16+00:00,1996,5,https://list.indology.info/pipermail/indology/1996-May/005005.html,nas_ng at lms420.jsc.nasa.gov,Q: Buddhist/Jain refutation of Hinduism,Buddhism and Jainism,general discussion,V,jaina,2,subject_pattern,state:V=Jain; register:jaina=Jain,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
005055,<161227024561.23782.6993481656904174717.generated@prod2.harmonylists.io>,005054,1996-05-15 17:33:26+00:00,1996,5,https://list.indology.info/pipermail/indology/1996-May/005055.html,ACHARB at MSUVX1.MEMPHIS.EDU,PTS style Tipitaka CD-ROM ...$150,Buddhism and Jainism,general discussion,V,,1,subject_pattern,state:V=Tipitaka,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
005059,<161227024571.23782.14925011238686988352.generated@prod2.harmonylists.io>,005054,1996-05-15 20:38:52+00:00,1996,5,https://list.indology.info/pipermail/indology/1996-May/005059.html,Gene Thursby,PTS style Tipitaka CD-ROM ...$150,Buddhism and Jainism,general discussion,V,,1,subject_pattern,state:V=Tipitaka,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
005064,<161227024572.23782.3821796771486980880.generated@prod2.harmonylists.io>,004890,1996-05-15 22:30:41+00:00,1996,5,https://list.indology.info/pipermail/indology/1996-May/005064.html,Mittal Sushil,PTS style Tipitaka CD-ROM ...$150,Buddhism and Jainism,general discussion,V,,1,subject_pattern,state:V=Tipitaka,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
005073,<161227024594.23782.6439685775401371368.generated@prod2.harmonylists.io>,005056,1996-05-16 10:29:27+00:00,1996,5,https://list.indology.info/pipermail/indology/1996-May/005073.html,Dominik Wujastyk,PTS style Tipitaka CD-ROM ...$150,Buddhism and Jainism,general discussion,V,,1,subject_pattern,state:V=Tipitaka,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
005105,<161227024660.23782.18419270447796427870.generated@prod2.harmonylists.io>,005105,1996-05-17 15:07:56+00:00,1996,5,https://list.indology.info/pipermail/indology/1996-May/005105.html,Mittal Sushil,PTS style Tipitaka CD-ROM ...$150,Buddhism and Jainism,general discussion,V,,1,subject_pattern,state:V=Tipitaka,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
005128,<161227024689.23782.5039782167132485491.generated@prod2.harmonylists.io>,005056,1996-05-18 19:43:30+00:00,1996,5,https://list.indology.info/pipermail/indology/1996-May/005128.html,Dominik Wujastyk,PTS style Tipitaka CD-ROM ...$150,Buddhism and Jainism,general discussion,V,,1,subject_pattern,state:V=Tipitaka,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
